x_pos,y_pos,x_comp,y_comp,amplitude,phase
-11.0,16.5,16.52666667,-7.553333333,1.8674679494194921,-0.4286922256315342
-16.5,16.5,8.05,-6.266666667,1.0484452316222923,-0.6614730298615995
-22.0,16.5,1.426666667,0.436666667,0.15333575518192605,0.2970206148087113
5.5,22.0,-0.61,2.206666667,0.23528937245491593,1.8404961977704735
11.0,22.0,-0.09,5.786666667,0.5947800919379,1.5863480683002955
16.5,22.0,6.003333333,10.19666667,1.2160686739467568,1.0386866170560467
22.0,22.0,16.52333333,9.576666667,1.962741111076395,0.5252727723366538
-5.5,22.0,2.33,-3.09,0.39772954356985923,-0.9247112444244566
-11.0,22.0,2.81,-0.273333333,0.2901527530859742,-0.09696659128053306
-16.5,22.0,3.083333333,3.75,0.4989420531639678,0.8826513617020488
-22.0,22.0,8.976666667,11.93,1.534390055127214,0.9257323704059981
