x_pos,y_pos,x_comp,y_comp,amplitude,phase
-4.5,-4.5,-0.0025404758373383535,0.0030051237642262,0.003935071323167733,2.272602957019332
-3.375,-4.5,-0.003091493516002522,0.003969524790104395,0.005031347654330694,2.2324804326875234
-2.25,-4.5,-0.0037155845377702134,0.0050644799270955915,0.006281283737363825,2.203754757445283
-1.125,-4.5,-0.004263052176433323,0.006026098592953277,0.0073815633920590535,2.186492504727569
0.0,-4.5,-0.004490475772490882,0.006425742371283439,0.007839294463498287,2.1807339301858035
1.125,-4.5,-0.004263052176433323,0.006026098592953277,0.0073815633920590535,2.186492504727569
2.25,-4.5,-0.0037155845377702134,0.0050644799270955915,0.006281283737363825,2.203754757445283
3.375,-4.5,-0.003091493516002522,0.003969524790104395,0.005031347654330694,2.2324804326875234
4.5,-4.5,-0.0025404758373383535,0.0030051237642262,0.003935071323167733,2.272602957019332
-4.5,-3.375,-0.003091493516002522,0.003969524790104395,0.005031347654330694,2.2324804326875234
-3.375,-3.375,-0.004060575323063683,0.00567037030049943,0.0069743366207159615,2.19224883236688
-2.25,-3.375,-0.005379454706958035,0.007988520554117747,0.00963093939279937,2.1634446987880724
-1.125,-3.375,-0.006792864963459528,0.010474302424727652,0.01248415098020092,2.1461351501635746
0.0,-3.375,-0.007469937664992431,0.011665321091179641,0.013852064282235812,2.1403607732858894
1.125,-3.375,-0.006792864963459528,0.010474302424727652,0.01248415098020092,2.1461351501635746
2.25,-3.375,-0.005379454706958035,0.007988520554117747,0.00963093939279937,2.1634446987880724
3.375,-3.375,-0.004060575323063683,0.00567037030049943,0.0069743366207159615,2.19224883236688
4.5,-3.375,-0.003091493516002522,0.003969524790104395,0.005031347654330694,2.2324804326875234
-4.5,-2.25,-0.0037155845377702134,0.0050644799270955915,0.006281283737363825,2.203754757445283
-3.375,-2.25,-0.005379454706958035,0.007988520554117747,0.00963093939279937,2.1634446987880724
-2.25,-2.25,-0.008313335752664614,0.01314904439449209,0.015556635877491495,2.134584128295255
-1.125,-2.25,-0.012814859166840277,0.02106932733164547,0.024660437337443414,2.1172405578716478
0.0,-2.25,-0.015768713681811628,0.026266958541804743,0.030636668262326475,2.111454813628828
1.125,-2.25,-0.012814859166840277,0.02106932733164547,0.024660437337443414,2.1172405578716478
2.25,-2.25,-0.008313335752664614,0.01314904439449209,0.015556635877491495,2.134584128295255
3.375,-2.25,-0.005379454706958035,0.007988520554117747,0.00963093939279937,2.1634446987880724
4.5,-2.25,-0.0037155845377702134,0.0050644799270955915,0.006281283737363825,2.203754757445283
-4.5,-1.125,-0.004263052176433323,0.006026098592953277,0.0073815633920590535,2.186492504727569
-3.375,-1.125,-0.006792864963459528,0.010474302424727652,0.01248415098020092,2.1461351501635746
-2.25,-1.125,-0.012814859166840277,0.02106932733164547,0.024660437337443414,2.1172405578716478
-1.125,-1.125,-0.0300077347105636,0.05132316773265458,0.059451927542963315,2.0998764778232615
0.0,-1.125,-0.056085486719651995,0.09721277027112112,0.11223147742218326,2.094083880852739
1.125,-1.125,-0.0300077347105636,0.05132316773265458,0.059451927542963315,2.0998764778232615
2.25,-1.125,-0.012814859166840277,0.02106932733164547,0.024660437337443414,2.1172405578716478
3.375,-1.125,-0.006792864963459528,0.010474302424727652,0.01248415098020092,2.1461351501635746
4.5,-1.125,-0.004263052176433323,0.006026098592953277,0.0073815633920590535,2.186492504727569
-4.5,0.0,-0.004490475772490882,0.006425742371283439,0.007839294463498287,2.1807339301858035
-3.375,0.0,-0.007469937664992431,0.011665321091179641,0.013852064282235812,2.1403607732858894
-2.25,0.0,-0.015768713681811628,0.026266958541804743,0.030636668262326475,2.111454813628828
-1.125,0.0,-0.056085486719651995,0.09721277027112112,0.11223147742218326,2.094083880852739
0.0,0.0,-0.49470266695636855,0.8690622942610364,1.0,2.0882889942229528
1.125,0.0,-0.056085486719651995,0.09721277027112112,0.11223147742218326,2.094083880852739
2.25,0.0,-0.015768713681811628,0.026266958541804743,0.030636668262326475,2.111454813628828
3.375,0.0,-0.007469937664992431,0.011665321091179641,0.013852064282235812,2.1403607732858894
4.5,0.0,-0.004490475772490882,0.006425742371283439,0.007839294463498287,2.1807339301858035
-4.5,1.125,-0.004263052176433323,0.006026098592953277,0.0073815633920590535,2.186492504727569
-3.375,1.125,-0.006792864963459528,0.010474302424727652,0.01248415098020092,2.1461351501635746
-2.25,1.125,-0.012814859166840277,0.02106932733164547,0.024660437337443414,2.1172405578716478
-1.125,1.125,-0.0300077347105636,0.05132316773265458,0.059451927542963315,2.0998764778232615
0.0,1.125,-0.056085486719651995,0.09721277027112112,0.11223147742218326,2.094083880852739
1.125,1.125,-0.0300077347105636,0.05132316773265458,0.059451927542963315,2.0998764778232615
2.25,1.125,-0.012814859166840277,0.02106932733164547,0.024660437337443414,2.1172405578716478
3.375,1.125,-0.006792864963459528,0.010474302424727652,0.01248415098020092,2.1461351501635746
4.5,1.125,-0.004263052176433323,0.006026098592953277,0.0073815633920590535,2.186492504727569
-4.5,2.25,-0.0037155845377702134,0.0050644799270955915,0.006281283737363825,2.203754757445283
-3.375,2.25,-0.005379454706958035,0.007988520554117747,0.00963093939279937,2.1634446987880724
-2.25,2.25,-0.008313335752664614,0.01314904439449209,0.015556635877491495,2.134584128295255
-1.125,2.25,-0.012814859166840277,0.02106932733164547,0.024660437337443414,2.1172405578716478
0.0,2.25,-0.015768713681811628,0.026266958541804743,0.030636668262326475,2.111454813628828
1.125,2.25,-0.012814859166840277,0.02106932733164547,0.024660437337443414,2.1172405578716478
2.25,2.25,-0.008313335752664614,0.01314904439449209,0.015556635877491495,2.134584128295255
3.375,2.25,-0.005379454706958035,0.007988520554117747,0.00963093939279937,2.1634446987880724
4.5,2.25,-0.0037155845377702134,0.0050644799270955915,0.006281283737363825,2.203754757445283
-4.5,3.375,-0.003091493516002522,0.003969524790104395,0.005031347654330694,2.2324804326875234
-3.375,3.375,-0.004060575323063683,0.00567037030049943,0.0069743366207159615,2.19224883236688
-2.25,3.375,-0.005379454706958035,0.007988520554117747,0.00963093939279937,2.1634446987880724
-1.125,3.375,-0.006792864963459528,0.010474302424727652,0.01248415098020092,2.1461351501635746
0.0,3.375,-0.007469937664992431,0.011665321091179641,0.013852064282235812,2.1403607732858894
1.125,3.375,-0.006792864963459528,0.010474302424727652,0.01248415098020092,2.1461351501635746
2.25,3.375,-0.005379454706958035,0.007988520554117747,0.00963093939279937,2.1634446987880724
3.375,3.375,-0.004060575323063683,0.00567037030049943,0.0069743366207159615,2.19224883236688
4.5,3.375,-0.003091493516002522,0.003969524790104395,0.005031347654330694,2.2324804326875234
-4.5,4.5,-0.0025404758373383535,0.0030051237642262,0.003935071323167733,2.272602957019332
-3.375,4.5,-0.003091493516002522,0.003969524790104395,0.005031347654330694,2.2324804326875234
